batch,page_url,page_id,page_slug,page_title,tier,media_id,image_file,image_src,rendered_alt,alt_state,classification,fix_surface,media_library_alt,media_library_title,proposed_alt,needs_ncr,confidence,notes
none,https://kriskrug.co/2024/12/02/autolume-post-photographic-cybernetic-portraiture/,7631,autolume-post-photographic-cybernetic-portraiture,AlphaPrism: Post-Photographic Cybernetic Portraiture,4-archive-sample,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2024/12/11/field-notes-from-neurips-latent-lounge/,7692,field-notes-from-neurips-latent-lounge,Field Notes from NeurIPS’ Latent Lounge,4-archive-sample,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2024/12/11/neurips-vanouver-best-ai-papers-of-2024/,7696,neurips-vanouver-best-ai-papers-of-2024,NeuRIPS Vancouver: Best AI & ML Papers of 2024,4-archive-sample,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2024/12/17/generative-ai-cinematic-podcasts-how-kevin-friel-is-hacking-the-future-of-media/,7751,generative-ai-cinematic-podcasts-how-kevin-friel-is-hacking-the-future-of-media,Generative AI Cinematic Podcasts & How Kevin Friel is Hacking the Future of Media,4-archive-sample,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2024/12/17/generative-ai-cinematic-podcasts-how-kevin-friel-is-hacking-the-future-of-media/,7751,generative-ai-cinematic-podcasts-how-kevin-friel-is-hacking-the-future-of-media,Generative AI Cinematic Podcasts & How Kevin Friel is Hacking the Future of Media,4-archive-sample,7758,kevin-friel-pixel-wizard.png,https://s5102.pcdn.co/wp-content/uploads/2024/12/kevin-friel-pixel-wizard.png,,decorative-empty,decorative-empty-correct,leave-as-is,,kevin-friel-pixel-wizard,,no,n/a,
none,https://kriskrug.co/2024/12/17/generative-ai-cinematic-podcasts-how-kevin-friel-is-hacking-the-future-of-media/,7751,generative-ai-cinematic-podcasts-how-kevin-friel-is-hacking-the-future-of-media,Generative AI Cinematic Podcasts & How Kevin Friel is Hacking the Future of Media,4-archive-sample,7759,Screenshot-2024-12-17-at-08.32.50.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/12/Screenshot-2024-12-17-at-08.32.50.png?resize=1024%2C450&ssl=1,kevin friel is a pixel wizard,ok,has-alt,leave-as-is,kevin friel is a pixel wizard,kevin friel is a pixel wizard,,no,n/a,
none,https://kriskrug.co/2024/12/20/fears-hopes-and-dreams-for-our-relationship-with-ai/,7810,fears-hopes-and-dreams-for-our-relationship-with-ai,"Fears, Hopes, and Dreams for Our Relationship with AI",4-archive-sample,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2024/12/20/fears-hopes-and-dreams-for-our-relationship-with-ai/,7810,fears-hopes-and-dreams-for-our-relationship-with-ai,"Fears, Hopes, and Dreams for Our Relationship with AI",4-archive-sample,7819,ai-debate.png,https://s5102.pcdn.co/wp-content/uploads/2024/12/ai-debate.png,"Illustration for “Fears, Hopes, and Dreams for Our Relationship with AI” &#8212; a calm central figure meditating inside a glowing mandala, ringed by whimsical creatures.",ok,has-alt,leave-as-is,"Illustration for “Fears, Hopes, and Dreams for Our Relationship with AI” &#8212; a calm central figure meditating inside a glowing mandala, ringed by whimsical creatures.",ai-debate,,no,n/a,
none,https://kriskrug.co/2024/12/28/system-check-vancouver-ai-community-meetups-december/,7781,system-check-vancouver-ai-community-meetups-december,Vancouver’s AI Meetups: Where Code Meets Culture,4-archive-sample,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2024/12/28/system-check-vancouver-ai-community-meetups-december/,7781,system-check-vancouver-ai-community-meetups-december,Vancouver’s AI Meetups: Where Code Meets Culture,4-archive-sample,7892,VAI12-RECAP-THUMB.png,https://s5102.pcdn.co/wp-content/uploads/2024/12/VAI12-RECAP-THUMB.png,"Photo collage from the December 2024 Vancouver AI community meetup &#8212; smiling attendees, a handwritten brainstorm sign, and the event's circular logo.",ok,has-alt,leave-as-is,"Photo collage from the December 2024 Vancouver AI community meetup &#8212; smiling attendees, a handwritten brainstorm sign, and the event's circular logo.",Vancouver AI Community Meetup December 2024,,no,n/a,
none,https://kriskrug.co/2024/12/31/ais-next-chapter-notes-from-bcs-ai-ecosystem/,7927,ais-next-chapter-notes-from-bcs-ai-ecosystem,AI’s Next Chapter: Notes from BC’s AI Ecosystem,4-archive-sample,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2024/12/31/ais-next-chapter-notes-from-bcs-ai-ecosystem/,7927,ais-next-chapter-notes-from-bcs-ai-ecosystem,AI’s Next Chapter: Notes from BC’s AI Ecosystem,4-archive-sample,7932,2024-recap-cbc.png,https://s5102.pcdn.co/wp-content/uploads/2024/12/2024-recap-cbc.png,Sandboxing AI on CBC Early Edition - Kris Krug and Stephen Quinn,ok,has-alt,leave-as-is,Sandboxing AI on CBC Early Edition - Kris Krug and Stephen Quinn,Sandboxing AI on CBC Early Edition – Kris Krug and Stephen Quinn,,no,n/a,
none,https://kriskrug.co/2025/01/25/human-biography-podcast-w-sharad-khare/,7500,human-biography-podcast-w-sharad-khare,Human Biography Podcast w/ Sharad Kharé,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/01/25/human-biography-podcast-w-sharad-khare/,7500,human-biography-podcast-w-sharad-khare,Human Biography Podcast w/ Sharad Kharé,3-recent-post,7510,sharad-khare.png,https://s5102.pcdn.co/wp-content/uploads/2024/11/sharad-khare.png,"The Mirror, the Machine, and the Maker",ok,has-alt,leave-as-is,"The Mirror, the Machine, and the Maker","The Mirror, the Machine, and the Maker",,no,n/a,
none,https://kriskrug.co/2025/02/02/vancouver-ai-january-2025-recap-one-year-of-creative-rebellion-open-source-disruption/,8182,vancouver-ai-january-2025-recap-one-year-of-creative-rebellion-open-source-disruption,Vancouver AI January 2025 Recap: One Year of Creative Rebellion & Open-Source Disruption,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/02/02/vancouver-ai-january-2025-recap-one-year-of-creative-rebellion-open-source-disruption/,8182,vancouver-ai-january-2025-recap-one-year-of-creative-rebellion-open-source-disruption,Vancouver AI January 2025 Recap: One Year of Creative Rebellion & Open-Source Disruption,3-recent-post,8211,MASTER-Blog-header-1.png,https://s5102.pcdn.co/wp-content/uploads/2025/02/MASTER-Blog-header-1.png,"Featured image for ""Vancouver AI January 2025 Recap: One Year of Creative Rebellion & Open-Source Disruption""",ok,has-alt,leave-as-is,"Featured image for ""Vancouver AI January 2025 Recap: One Year of Creative Rebellion & Open-Source Disruption""",MASTER Blog header (1),,no,n/a,
none,https://kriskrug.co/2025/02/16/bcs-ai-ecosystem-a-mycelial-network-of-creation/,8314,bcs-ai-ecosystem-a-mycelial-network-of-creation,BC’s AI Ecosystem: A Mycelial Network of Creation,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/02/16/bcs-ai-ecosystem-a-mycelial-network-of-creation/,8314,bcs-ai-ecosystem-a-mycelial-network-of-creation,BC’s AI Ecosystem: A Mycelial Network of Creation,3-recent-post,8319,kk-bc-ai.png,https://s5102.pcdn.co/wp-content/uploads/2025/02/kk-bc-ai.png,"Featured image for ""BC’s AI Ecosystem: A Mycelial Network of Creation""",ok,has-alt,leave-as-is,"Featured image for ""BC’s AI Ecosystem: A Mycelial Network of Creation""",kk-bc-ai,,no,n/a,
none,https://kriskrug.co/2025/03/01/shane-gibsons-ai-sales-dojo/,8407,shane-gibsons-ai-sales-dojo,Shane Gibson’s AI Sales Dojo,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/03/01/shane-gibsons-ai-sales-dojo/,8407,shane-gibsons-ai-sales-dojo,Shane Gibson’s AI Sales Dojo,3-recent-post,8410,blog-shane-bushido-ai-sales.png,https://s5102.pcdn.co/wp-content/uploads/2025/03/blog-shane-bushido-ai-sales.png,Shane Gibson AI Sales Leadership,ok,has-alt,leave-as-is,Shane Gibson AI Sales Leadership,Shane Gibson AI Sales Leadership,,no,n/a,
none,https://kriskrug.co/2025/03/02/vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap/,8418,vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap,Vancouver AI: The Community Building BC’s AI Future – February Meetup Recap,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/03/02/vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap/,8418,vancouver-ai-the-community-building-bcs-ai-future-february-meetup-recap,Vancouver AI: The Community Building BC’s AI Future – February Meetup Recap,3-recent-post,8469,VAI14-YouTube-Thumbnail.png,https://s5102.pcdn.co/wp-content/uploads/2025/03/VAI14-YouTube-Thumbnail.png,Vancouver AI Community Meetup February 2025,ok,has-alt,leave-as-is,Vancouver AI Community Meetup February 2025,Vancouver AI Community Meetup February 2025,,no,n/a,
none,https://kriskrug.co/2025/03/06/data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth/,8508,data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth,"Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth",3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/03/06/data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth/,8508,data-storytelling-hackathon-where-ai-meets-art-and-data-sings-its-truth,"Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth",3-recent-post,8517,cant-talk-vanAI-hackathon.png,https://s5102.pcdn.co/wp-content/uploads/2025/03/cant-talk-vanAI-hackathon.png,"Featured image for ""Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth""",ok,has-alt,leave-as-is,"Featured image for ""Data Storytelling Hackathon: Where AI Meets Art, And Data Sings Its Truth""",cant-talk–vanAI-hackathon,,no,n/a,
none,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/03/09/transcending-techs-darker-impulses/,8544,transcending-techs-darker-impulses,Transcending Tech’s Darker Impulses,3-recent-post,8555,techs-darker-impulses.png,https://s5102.pcdn.co/wp-content/uploads/2025/03/techs-darker-impulses.png,Resisting Techs Darker Impulses,ok,has-alt,leave-as-is,Resisting Techs Darker Impulses,techs-darker-impulses,,no,n/a,
none,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/03/20/is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid/,8663,is-a-hotdog-a-sandwich-vancouver-aidata-storytelling-hackathon-w-andrew-reid,“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid,3-recent-post,8675,Hackathon-Data-Storytelling-YouTube-Thumbnail.png,https://s5102.pcdn.co/wp-content/uploads/2025/03/Hackathon-Data-Storytelling-YouTube-Thumbnail.png,"Featured image for ""“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid""",ok,has-alt,leave-as-is,"Featured image for ""“Is A Hotdog A Sandwich?”: Vancouver AI Data Storytelling Hackathon w/ Andrew Reid""",Hackathon Data Storytelling (YouTube Thumbnail),,no,n/a,
none,https://kriskrug.co/2025/03/30/a-creative-technologists-ai-age-manifesto/,8786,a-creative-technologists-ai-age-manifesto,A Creative Technologists AI Age Manifesto,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/04/01/how-to-build-an-ai-second-brain-that-actually-works-for-you/,8802,how-to-build-an-ai-second-brain-that-actually-works-for-you,How to Build an AI Second Brain That Actually Works for You,3-recent-post,8964,image-45.png,https://s5102.pcdn.co/wp-content/uploads/2025/03/image-45.png,Second Brain AI,ok,has-alt,leave-as-is,,image,,no,n/a,
none,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/04/07/we-dont-do-panels-we-do-portals/,8859,we-dont-do-panels-we-do-portals,We Don’t Do Panels. We Do Portals.,3-recent-post,8874,MASTER-Youtube-Thumbs-1280-x-420-px-1.png,https://s5102.pcdn.co/wp-content/uploads/2025/04/MASTER-Youtube-Thumbs-1280-x-420-px-1.png,Vancouver AI Community Meetup March 2025,ok,has-alt,leave-as-is,Vancouver AI Community Meetup March 2025,Vancouver AI Community Meetup March 2025,,no,n/a,
none,https://kriskrug.co/2025/04/08/how-indigenomics-ai-is-flipping-the-script-on-economic-power-in-canada/,8856,how-indigenomics-ai-is-flipping-the-script-on-economic-power-in-canada,How Indigenomics AI is Flipping The Script On Economic Power in Canada,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/04/13/web-summit-vancouver-2025-survival-guide/,8947,web-summit-vancouver-2025-survival-guide,Web Summit Vancouver 2025 Survival Guide,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/04/13/web-summit-vancouver-2025-survival-guide/,8947,web-summit-vancouver-2025-survival-guide,Web Summit Vancouver 2025 Survival Guide,3-recent-post,8964,image-45.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-45.png?resize=1024%2C1024&ssl=1,You don’t need to “find your voice. You already have it. What you need is a mic that doesn’t distort it.,ok,has-alt,leave-as-is,,image,,no,n/a,
none,https://kriskrug.co/2025/04/13/web-summit-vancouver-2025-survival-guide/,8947,web-summit-vancouver-2025-survival-guide,Web Summit Vancouver 2025 Survival Guide,3-recent-post,8965,image-46.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-46.png?resize=683%2C1024&ssl=1,"No gods, no gatekeepers&#8212;just an open port and the will to reroute.",ok,has-alt,leave-as-is,,image,,no,n/a,
none,https://kriskrug.co/2025/04/13/web-summit-vancouver-2025-survival-guide/,8947,web-summit-vancouver-2025-survival-guide,Web Summit Vancouver 2025 Survival Guide,3-recent-post,8967,image-48.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-48.png?resize=683%2C1024&ssl=1,"The Startup PR Loop: From panel praise to funding dopamine to public extraction. Real innovation? Still MIA.
Break the circuit. Smuggle the truth.",ok,has-alt,leave-as-is,,image,,no,n/a,
none,https://kriskrug.co/2025/04/13/web-summit-vancouver-2025-survival-guide/,8947,web-summit-vancouver-2025-survival-guide,Web Summit Vancouver 2025 Survival Guide,3-recent-post,8970,image-50.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-50.png?resize=683%2C1024&ssl=1,Revolution doesn't always rage. Sometimes it waters something small in the dark.,ok,has-alt,leave-as-is,,image,,no,n/a,
none,https://kriskrug.co/2025/04/13/web-summit-vancouver-2025-survival-guide/,8947,web-summit-vancouver-2025-survival-guide,Web Summit Vancouver 2025 Survival Guide,3-recent-post,8972,image-51.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-51.png?resize=683%2C1024&ssl=1,Welcome to the platform. Smile for the badge. Scan for access. Now bleed quietly into the funnel.,ok,has-alt,leave-as-is,,image,,no,n/a,
none,https://kriskrug.co/2025/04/13/web-summit-vancouver-2025-survival-guide/,8947,web-summit-vancouver-2025-survival-guide,Web Summit Vancouver 2025 Survival Guide,3-recent-post,8973,image-52.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-52.png?resize=1024%2C1024&ssl=1,Traditional validation is fragile. Community validation is resilient. One collapses under pressure. The other blooms.,ok,has-alt,leave-as-is,,image,,no,n/a,
none,https://kriskrug.co/2025/04/13/web-summit-vancouver-2025-survival-guide/,8947,web-summit-vancouver-2025-survival-guide,Web Summit Vancouver 2025 Survival Guide,3-recent-post,8979,wsv2025-survival.png,https://s5102.pcdn.co/wp-content/uploads/2025/04/wsv2025-survival.png,Web Summit Vancouver 2025 Info and Guide,ok,has-alt,leave-as-is,Web Summit Vancouver 2025 Info and Guide,Web Summit Vancouver 2025 Info and Guide,,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9045,cover_issue_183200_en_US-1.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/cover_issue_183200_en_US-1.png?resize=494%2C733&ssl=1,BC Studies Journal on Builiding AI Communities BC AI Industry and Vancouver AI Community,ok,has-alt,leave-as-is,,cover_issue_183200_en_US (1),,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9047,Screenshot-2025-04-18-at-12.07.03.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/Screenshot-2025-04-18-at-12.07.03.png?resize=652%2C1024&ssl=1,BC AI Industry Association Vancouver AI Community Ecosystem,ok,has-alt,leave-as-is,,Screenshot 2025-04-18 at 12.07.03,,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9049,image-54.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/image-54.png?resize=1024%2C1024&ssl=1,Who Watches the AI Watchers? Vancouver AI BC AI Industry,ok,has-alt,leave-as-is,,image,,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9058,bc-studies-ai-community.png,https://s5102.pcdn.co/wp-content/uploads/2025/04/bc-studies-ai-community.png,"Featured image for ""DIY AI in Vancouver: Building a Grassroots BC AI Industry Association""",ok,has-alt,leave-as-is,"Featured image for ""DIY AI in Vancouver: Building a Grassroots BC AI Industry Association""",bc-studies–ai-community,,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9059,ChatGPT-Image-Apr-19-2025-05_30_25-AM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Apr-19-2025-05_30_25-AM.png?resize=1024%2C683&ssl=1,"A glowing green double helix DNA structure illuminates a dark background, representing the fundamental building blocks of a grassroots AI ecosystem",ok,has-alt,leave-as-is,,"ChatGPT Image Apr 19, 2025, 05_30_25 AM",,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9061,ChatGPT-Image-Apr-19-2025-05_17_31-AM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Apr-19-2025-05_17_31-AM.png?resize=1024%2C1024&ssl=1,"A field researcher's documentation of the 13 meetups that formed Vancouver's AI community, visualized as a glowing orange mycelial network with interconnected nodes. ",ok,has-alt,leave-as-is,,"ChatGPT Image Apr 19, 2025, 05_17_31 AM",,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9063,ChatGPT-Image-Apr-19-2025-05_17_02-AM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Apr-19-2025-05_17_02-AM.png?resize=683%2C1024&ssl=1,A beautifully illustrated field sketch of community growth patterns drawn on aged parchment,ok,has-alt,leave-as-is,,"ChatGPT Image Apr 19, 2025, 05_17_02 AM",,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9065,ChatGPT-Image-Apr-18-2025-03_02_41-PM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Apr-18-2025-03_02_41-PM.png?resize=683%2C1024&ssl=1,"Patterns like these are patchwork, not innovation. ANCESTRAL WEAVING TECHNIQUES",ok,has-alt,leave-as-is,,"ChatGPT Image Apr 18, 2025, 03_02_41 PM",,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9066,ChatGPT-Image-Apr-19-2025-05_16_51-AM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Apr-19-2025-05_16_51-AM.png?resize=683%2C1024&ssl=1,"A luminous green DNA helix emerges from root-like structures against weathered parchment, surrounded by scientific notations and torn field notes. The question ""DOES OBSERVATION ALTER THE SYSTEM?""",ok,has-alt,leave-as-is,,"ChatGPT Image Apr 19, 2025, 05_16_51 AM",,no,n/a,
none,https://kriskrug.co/2025/04/19/vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future/,9044,vancouvers-ai-how-grassroots-innovation-is-reshaping-british-columbias-tech-future,DIY AI in Vancouver: Building a Grassroots BC AI Industry Association,3-recent-post,9067,ChatGPT-Image-Apr-19-2025-05_16_56-AM.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/04/ChatGPT-Image-Apr-19-2025-05_16_56-AM.png?resize=683%2C1024&ssl=1,"A hand-drawn interweaving of multicolored fibers on aged parchment showing key community principles: MONTHLY RHYTHM, DOCUMENTATION, OPEN FORMAT, and PHYSICAL SPACE",ok,has-alt,leave-as-is,,"ChatGPT Image Apr 19, 2025, 05_16_56 AM",,no,n/a,
none,https://kriskrug.co/2025/05/11/vancouver-ai-meetup-16-where-tech-creativity-and-community-collide/,9197,vancouver-ai-meetup-16-where-tech-creativity-and-community-collide,"Vancouver AI Meetup #16: Where Tech, Creativity, and Community Collide",3-recent-post,,kriskrug-wordmark.png,https://s5102.pcdn.co/wp-content/themes/kk-aurora/assets/img/kriskrug-wordmark.png,Kris Krug home,ok,has-alt,leave-as-is,,,,no,n/a,
none,https://kriskrug.co/2025/05/11/vancouver-ai-meetup-16-where-tech-creativity-and-community-collide/,9197,vancouver-ai-meetup-16-where-tech-creativity-and-community-collide,"Vancouver AI Meetup #16: Where Tech, Creativity, and Community Collide",3-recent-post,9202,image-2-e1746215917537-1024x265.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2025/05/image-2-e1746215917537-1024x265.png?resize=1024%2C265&ssl=1,Surrey AI Community Meetup,ok,has-alt,leave-as-is,Surrey AI Community Meetup,Surrey AI Community Meetup,,no,n/a,
